id_homol,hagrid,organism,gene_id,gene_symbol,gene_name
6170,149,8364,100135224,ercc1,"excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)"
6168,149,3702,819685,ERCC1,ERCC1
6169,149,4530,4349131,Os10g0518900,Os10g0518900
6145,151,4530,4328717,Os02g0214900,Os02g0214900
6146,151,8364,594953,hdac1,histone deacetylase 1
6144,151,4530,4341387,Os06g0583400,Os06g0583400
6123,152,4530,9270165,Os09g0491772,Os09g0491772
6124,152,8364,407910,hspa9,heat shock 70kDa protein 9 (mortalin)
6102,153,7955,352926,gpx1a,glutathione peroxidase 1a
6103,153,8364,548457,gpx1,glutathione peroxidase 1
6101,153,7955,447895,gpx1b,glutathione peroxidase 1b
6100,153,9031,100857115,GPX1,glutathione peroxidase 1
6099,153,10116,24404,Gpx1,glutathione peroxidase 1
6098,153,10090,14775,Gpx1,glutathione peroxidase 1
6092,154,8364,100145793,gsr,glutathione reductase
5056,247,33169,4619676,AGOS_ACR142W,AGOS_ACR142W
5055,247,28985,2895126,KLLA0F11143g,KLLA0F11143g
5054,247,4932,855950,RAD53,RAD53
5053,247,6239,180304,chk-2,chk-2
5052,247,6239,191613,CELE_T08D2.7,CELE_T08D2.7
5051,247,7165,1279197,AgaP_AGAP009784,AgaP_AGAP009784
5050,247,7227,35288,lok,loki
5049,247,7955,336998,chek2,CHK2 checkpoint homolog (S. pombe)
5048,247,9031,768913,CHEK2,checkpoint kinase 2
5047,247,10116,114212,Chek2,checkpoint kinase 2
5045,247,9913,518897,CHEK2,CHK2 checkpoint homolog (S. pombe)
5046,247,10090,50883,Chek2,checkpoint kinase 2
5044,247,9615,486338,CHEK2,checkpoint kinase 2
5043,247,9544,713668,CHEK2,checkpoint kinase 2
5042,247,9598,458733,CHEK2,checkpoint kinase 2
5041,247,9606,11200,CHEK2,checkpoint kinase 2
5868,177,7165,1280302,AgaP_AGAP012413,AgaP_AGAP012413
5867,177,7227,39340,CycA,Cyclin A
5866,177,7955,192295,ccna2,cyclin A2
5865,177,9031,396172,CCNA2,cyclin A2
5864,177,10116,114494,Ccna2,cyclin A2
5863,177,10090,12428,Ccna2,cyclin A2
5862,177,9913,281667,CCNA2,cyclin A2
5861,177,9615,483845,CCNA2,cyclin A2
5859,177,9598,461467,CCNA2,cyclin A2
5860,177,9544,707259,CCNA2,cyclin A2
5858,177,9606,890,CCNA2,cyclin A2
6561,115,10116,246097,Fas,Fas cell surface death receptor
6560,115,10090,14102,Fas,Fas (TNF receptor superfamily member 6)
6559,115,9913,282488,FAS,"Fas (TNF receptor superfamily, member 6)"
6558,115,9615,486469,FAS,Fas cell surface death receptor
6557,115,9544,574332,FAS,"Fas (TNF receptor superfamily, member 6)"
6556,115,9598,738331,FAS,"Fas (TNF receptor superfamily, member 6)"
6555,115,9606,355,FAS,Fas cell surface death receptor
7467,37,9031,425805,NGFR,nerve growth factor receptor
7466,37,10116,24596,Ngfr,nerve growth factor receptor
7465,37,10090,18053,Ngfr,"nerve growth factor receptor (TNFR superfamily, member 16)"
7464,37,9913,353110,NGFR,nerve growth factor receptor
7463,37,9615,491071,NGFR,nerve growth factor receptor
7462,37,9544,574304,NGFR,nerve growth factor receptor
7461,37,9598,455206,NGFR,nerve growth factor receptor
7460,37,9606,4804,NGFR,nerve growth factor receptor
7581,25,4530,4335765,Os04g0409600,Os04g0409600
7580,25,3702,823594,HDA9,HDA9
7579,25,7165,1282023,AgaP_AGAP001143,AgaP_AGAP001143
7578,25,7227,44446,Hdac3,Histone deacetylase 3
5760,187,10090,67512,Agpat2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)"
5758,187,9615,491249,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
5759,187,9913,512112,AGPAT2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)"
5757,187,9544,709753,AGPAT2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)"
5755,187,9606,10555,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
5756,187,9598,748669,AGPAT2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)"
7691,15,9031,395889,IGF1R,insulin-like growth factor 1 receptor
7690,15,10116,25718,Igf1r,insulin-like growth factor 1 receptor
7689,15,10090,16001,Igf1r,insulin-like growth factor I receptor
7688,15,9913,281848,IGF1R,insulin-like growth factor 1 receptor
7687,15,9615,442951,IGF1R,insulin-like growth factor 1 receptor
7686,15,9544,708227,IGF1R,insulin-like growth factor 1 receptor
7685,15,9598,453676,IGF1R,insulin-like growth factor 1 receptor
7684,15,9606,3480,IGF1R,insulin-like growth factor 1 receptor
6262,140,10090,20618,Sncg,"synuclein, gamma"
6261,140,9913,281494,SNCG,"synuclein, gamma (breast cancer-specific protein 1)"
6260,140,9615,611053,SNCG,"synuclein, gamma (breast cancer-specific protein 1)"
6259,140,9544,696535,SNCG,"synuclein, gamma (breast cancer-specific protein 1)"
6258,140,9598,450574,SNCG,"synuclein, gamma (breast cancer-specific protein 1)"
6257,140,9606,6623,SNCG,"synuclein, gamma (breast cancer-specific protein 1)"
6475,122,7955,406308,grb2b,growth factor receptor-bound protein 2b
6474,122,9031,386572,GRB2,growth factor receptor-bound protein 2
6473,122,10116,81504,Grb2,growth factor receptor bound protein 2
6472,122,10090,14784,Grb2,growth factor receptor bound protein 2
6471,122,9913,535298,GRB2,growth factor receptor-bound protein 2
6470,122,9615,483312,GRB2,growth factor receptor-bound protein 2
6469,122,9598,737245,GRB2,growth factor receptor-bound protein 2
6468,122,9606,2885,GRB2,growth factor receptor-bound protein 2
5923,172,9031,424673,JUN,jun proto-oncogene
5915,173,8364,100036710,med1,mediator of RNA polymerase II transcription subunit 1
5914,173,9031,420004,MED1,mediator complex subunit 1
5912,173,10090,19014,Med1,mediator complex subunit 1
5913,173,10116,497991,Med1,mediator complex subunit 1
5911,173,9913,520734,MED1,mediator complex subunit 1
5910,173,9615,480533,MED1,mediator complex subunit 1
5909,173,9598,454629,MED1,mediator complex subunit 1
5908,173,9606,5469,MED1,mediator complex subunit 1
7452,38,9913,100298939,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog
7451,38,9615,403735,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog
7450,38,9544,698830,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog
7449,38,9598,466302,HRAS,v-Ha-ras Harvey rat sarcoma viral oncogene homolog
7448,38,9606,3265,HRAS,Harvey rat sarcoma viral oncogene homolog
6701,105,9913,519474,TERF1,telomeric repeat binding factor (NIMA-interacting) 1
6700,105,9615,100684790,TERF1,telomeric repeat binding factor (NIMA-interacting) 1
6699,105,9544,695119,TERF1,telomeric repeat binding factor (NIMA-interacting) 1
6698,105,9598,745755,TERF1,telomeric repeat binding factor (NIMA-interacting) 1
6697,105,9606,7013,TERF1,telomeric repeat binding factor (NIMA-interacting) 1
5569,204,4932,855621,POL1,POL1
5568,204,6239,176544,Y47D3A.29,Y47D3A.29
5567,204,7165,1281195,AgaP_AGAP001929,AgaP_AGAP001929
5566,204,7227,42553,DNApol-alpha180,DNA polymerase alpha 180kD
5565,204,7955,317740,pola1,"polymerase (DNA directed), alpha 1"
5564,204,9031,418593,POLA1,"polymerase (DNA directed), alpha 1, catalytic subunit"
5563,204,10116,85241,Pola1,"polymerase (DNA directed), alpha 1, catalytic subunit"
5562,204,10090,18968,Pola1,"polymerase (DNA directed), alpha 1"
5561,204,9913,534848,POLA1,"polymerase (DNA directed), alpha 1, catalytic subunit"
5560,204,9615,480869,POLA1,"polymerase (DNA directed), alpha 1, catalytic subunit"
5559,204,9544,699763,POLA1,"polymerase (DNA directed), alpha 1, catalytic subunit"
5558,204,9598,100611187,POLA1,"polymerase (DNA directed), alpha 1, catalytic subunit"
5557,204,9606,5422,POLA1,"polymerase (DNA directed), alpha 1, catalytic subunit"
6740,103,6239,172743,eef-2,eef-2
6741,103,3702,842058,LOS1,LOS1
6739,103,7165,1269239,AgaP_AGAP009441,AgaP_AGAP009441
6738,103,7227,35422,Ef2b,Elongation factor 2b
6737,103,7955,326929,eef2b,eukaryotic translation elongation factor 2b
6736,103,9031,396325,EEF2,eukaryotic translation elongation factor 2
6735,103,10116,29565,Eef2,eukaryotic translation elongation factor 2
6734,103,10090,13629,Eef2,eukaryotic translation elongation factor 2
6733,103,9913,281138,EEF2,eukaryotic translation elongation factor 2
6732,103,9615,476744,EEF2,eukaryotic translation elongation factor 2
6731,103,9544,721806,EEF2,eukaryotic translation elongation factor 2
6730,103,9598,100614367,LOC100614367,elongation factor 2-like
6729,103,9606,1938,EEF2,eukaryotic translation elongation factor 2
6463,123,10090,56484,Foxo3,forkhead box O3
6462,123,9913,535530,FOXO3,forkhead box O3
6461,123,9615,481954,FOXO3,forkhead box O3
6460,123,9544,700731,FOXO3,forkhead box O3
6459,123,9598,462921,FOXO3,forkhead box O3
6458,123,9606,2309,FOXO3,forkhead box O3
7714,13,10116,290805,RGD1564788,similar to Werner syndrome helicase homolog
7713,13,10090,22427,Wrn,Werner syndrome homolog (human)
7712,13,9913,505061,WRN,"Werner syndrome, RecQ helicase-like"
7711,13,9615,493997,WRN,"Werner syndrome, RecQ helicase-like"
7710,13,9544,695678,WRN,"Werner syndrome, RecQ helicase-like"
7709,13,9598,472732,WRN,"Werner syndrome, RecQ helicase-like"
7708,13,9606,7486,WRN,"Werner syndrome, RecQ helicase-like"
7377,46,10090,16183,Il2,interleukin 2
7376,46,9615,403989,IL2,interleukin 2
7375,46,9544,708017,IL2,interleukin 2
7374,46,9598,461472,IL2,interleukin 2
7373,46,9606,3558,IL2,interleukin 2
7587,24,10116,112400,Nrg1,neuregulin 1
7586,24,9913,281361,NRG1,neuregulin 1
7585,24,9615,482861,NRG1,neuregulin 1
7584,24,9598,464102,NRG1,neuregulin 1
7583,24,9606,3084,NRG1,neuregulin 1
6327,133,9913,282648,CACNA1A,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
6326,133,9615,100686650,CACNA1A,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
6325,133,9544,718291,CACNA1A,voltage-dependent P/Q-type calcium channel subunit alpha-1A-like
6324,133,9598,455766,CACNA1A,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
6323,133,9606,773,CACNA1A,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
6692,106,10116,360748,Prkdc,"protein kinase, DNA activated, catalytic polypeptide"
6691,106,10090,19090,Prkdc,"protein kinase, DNA activated, catalytic polypeptide"
6690,106,9913,512740,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
6689,106,9615,474176,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
6688,106,9544,708029,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
6687,106,9598,464165,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
6686,106,9606,5591,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
7118,70,10116,25742,S100b,S100 calcium binding protein B
7117,70,10090,20203,S100b,"S100 protein, beta polypeptide, neural"
7116,70,9913,525716,S100B,S100 calcium binding protein B
7115,70,9615,491615,S100B,S100 calcium binding protein B
7114,70,9544,708117,S100B,S100 calcium binding protein B
7113,70,9598,474141,S100B,S100 calcium binding protein B
7112,70,9606,6285,S100B,S100 calcium binding protein B
7105,71,318829,2675720,MGG_05193,MGG_05193
7104,71,4896,2542744,cdc48,cdc48
7103,71,33169,4621957,AGOS_AFR158W,AGOS_AFR158W
7102,71,28985,2895310,KLLA0F05676g,KLLA0F05676g
7101,71,4932,851431,CDC48,CDC48
7100,71,6239,174309,cdc-48.2,cdc-48.2
7099,71,6239,174624,cdc-48.1,cdc-48.1
7098,71,7165,1276315,AgaP_AGAP005630,AgaP_AGAP005630
7097,71,7227,36040,TER94,TER94
7096,71,7955,327197,vcp,valosin containing protein
7094,71,10116,116643,Vcp,valosin-containing protein
7095,71,9031,427410,VCP,valosin containing protein
7093,71,10090,269523,Vcp,valosin containing protein
7092,71,9913,507345,VCP,valosin containing protein
7091,71,9615,481590,VCP,valosin containing protein
7090,71,9598,747490,VCP,valosin containing protein
7089,71,9606,7415,VCP,valosin containing protein
6143,151,3702,829969,HD1,HD1
6142,151,5141,3880510,NCU00824,NCU00824
6141,151,318829,2684118,MGG_05857,MGG_05857
6140,151,4896,2540368,clr6,clr6
6139,151,33169,4623365,AGOS_AGR395W,AGOS_AGR395W
6138,151,28985,2894684,KLLA0E01981g,KLLA0E01981g
6137,151,4932,855386,RPD3,RPD3
6136,151,6239,173074,hda-3,hda-3
6135,151,7165,1277106,AgaP_AGAP006511,AgaP_AGAP006511
6134,151,7227,38565,Rpd3,Rpd3
6132,151,10116,297893,Hdac1,histone deacetylase 1
6133,151,9031,373961,HDAC1,histone deacetylase 1
6131,151,10090,433759,Hdac1,histone deacetylase 1
6130,151,9913,404126,HDAC1,histone deacetylase 1
6129,151,9615,487309,HDAC1,histone deacetylase 1
6128,151,9544,708441,LOC708441,histone deacetylase 1-like
6127,151,9598,748850,HDAC1,histone deacetylase 1
6126,151,9598,464259,HDAC1,histone deacetylase 1
6125,151,9606,3065,HDAC1,histone deacetylase 1
7410,42,9913,408017,INSR,insulin receptor
7409,42,9615,484990,INSR,insulin receptor
7408,42,9544,706009,INSR,insulin receptor
7407,42,9598,455650,INSR,insulin receptor
7406,42,9606,3643,INSR,insulin receptor
6256,142,10116,84024,Pon1,paraoxonase 1
6255,142,10090,18979,Pon1,paraoxonase 1
6254,142,9913,523798,PON1,paraoxonase 1
6253,142,9615,475234,PON1,paraoxonase 1
6252,142,9544,699355,PON1,paraoxonase 1
6251,142,9598,463547,PON1,paraoxonase 1
6250,142,9606,5444,PON1,paraoxonase 1
7604,22,10090,20848,Stat3,signal transducer and activator of transcription 3
7603,22,9913,508541,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor)
7602,22,9615,490967,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor)
7601,22,9544,574128,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor)
7600,22,9598,454682,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor)
7599,22,9606,6774,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor)
5264,232,10116,25708,Ucp3,"uncoupling protein 3 (mitochondrial, proton carrier)"
5263,232,10090,22229,Ucp3,"uncoupling protein 3 (mitochondrial, proton carrier)"
5262,232,9913,281563,UCP3,"uncoupling protein 3 (mitochondrial, proton carrier)"
5261,232,9615,403575,UCP3,"uncoupling protein 3 (mitochondrial, proton carrier)"
5260,232,9544,574125,UCP3,"uncoupling protein 3 (mitochondrial, proton carrier)"
5259,232,9598,748551,UCP3,"uncoupling protein 3 (mitochondrial, proton carrier)"
5258,232,9606,7352,UCP3,"uncoupling protein 3 (mitochondrial, proton carrier)"
5581,203,9615,607439,DDIT3,DNA-damage-inducible transcript 3
5580,203,9544,714901,DDIT3,DNA-damage-inducible transcript 3
5579,203,9598,452017,DDIT3,DNA-damage-inducible transcript 3
5578,203,9606,1649,DDIT3,DNA-damage-inducible transcript 3
5299,228,7955,561153,LOC561153,drebrin-like
5300,228,8364,733967,dbn1,drebrin 1
5297,228,10116,81653,Dbn1,drebrin 1
5298,228,9031,396496,DBN1,drebrin 1
5290,229,8364,493191,nog,noggin
5289,229,7955,30174,nog1,noggin 1
5288,229,7955,30173,nog3,noggin 3
7309,53,10116,24797,Sst,somatostatin
7308,53,10090,20604,Sst,somatostatin
7307,53,9913,280932,SST,somatostatin
7306,53,9615,403993,SST,somatostatin
7305,53,9544,708626,SST,somatostatin
7304,53,9598,471035,SST,somatostatin
7303,53,9606,6750,SST,somatostatin
7787,6,10090,22059,Trp53,transformation related protein 53
7786,6,9913,281542,TP53,tumor protein p53
7785,6,9615,403869,TP53,tumor protein p53
7784,6,9544,716170,TP53,tumor protein p53
7783,6,9598,455214,TP53,tumor protein p53
7782,6,9606,7157,TP53,tumor protein p53
4918,260,9615,474604,EFEMP1,EGF containing fibulin-like extracellular matrix protein 1
4768,276,8364,733898,ncor2,nuclear receptor corepressor 2
4766,276,9031,416815,NCOR2,nuclear receptor corepressor 2
4767,276,7955,561503,ncor2,nuclear receptor co-repressor 2
4765,276,10116,360801,Ncor2,nuclear receptor co-repressor 2
4764,276,10090,20602,Ncor2,nuclear receptor co-repressor 2
4762,276,9615,486242,NCOR2,nuclear receptor corepressor 2
4763,276,9913,538549,NCOR2,nuclear receptor corepressor 2
4761,276,9544,706261,NCOR2,nuclear receptor corepressor 2
5830,180,10116,317256,Taf1,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
5829,180,10090,270627,Taf1,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
5828,180,9913,785085,TAF1,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa"
5827,180,9615,491950,TAF1,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa"
5826,180,9544,698800,TAF1,transcription initiation factor TFIID subunit 1-like
5825,180,9606,6872,TAF1,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa"
7045,75,8364,549721,nr3c1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
7018,79,9031,374139,BRCA2,"breast cancer 2, early onset"
7017,79,10116,360254,Brca2,"breast cancer 2, early onset"
7016,79,10090,12190,Brca2,breast cancer 2
7015,79,9913,507069,BRCA2,"breast cancer 2, early onset"
7014,79,9615,474180,BRCA2,"breast cancer 2, early onset"
7012,79,9598,452526,BRCA2,"breast cancer 2, early onset"
7013,79,9544,721981,BRCA2,"breast cancer 2, early onset"
7011,79,9606,675,BRCA2,"breast cancer 2, early onset"
5296,228,10090,56320,Dbn1,drebrin 1
5295,228,9913,505406,DBN1,drebrin 1
5294,228,9615,489088,DBN1,drebrin 1
5293,228,9544,700375,DBN1,drebrin 1
5292,228,9598,462307,DBN1,drebrin 1
5291,228,9606,1627,DBN1,drebrin 1
7400,43,9913,507663,NCOR1,nuclear receptor corepressor 1
7399,43,9615,479515,NCOR1,nuclear receptor corepressor 1
7398,43,9544,696351,LOC696351,nuclear receptor corepressor 1-like
7397,43,9598,468370,NCOR1,nuclear receptor corepressor 1
7396,43,9606,9611,NCOR1,nuclear receptor corepressor 1
6678,107,33169,4622704,AGOS_AGL256W,AGOS_AGL256W
6677,107,28985,2893117,KLLA0D11660g,KLLA0D11660g
6676,107,4932,851843,CTA1,CTA1
6675,107,6239,259738,ctl-1,ctl-1
6674,107,6239,175085,ctl-2,ctl-2
6673,107,6239,175086,ctl-3,ctl-3
6672,107,7165,1275711,CAT1,CAT1
6671,107,7227,34198,CG9314,CG9314
6670,107,7227,40048,Cat,Catalase
6669,107,7955,30068,cat,catalase
6666,107,10090,12359,Cat,catalase
6667,107,10116,24248,Cat,catalase
6668,107,9031,423600,CAT,catalase
6665,107,9913,531682,CAT,catalase
6664,107,9615,403474,CAT,catalase
6663,107,9544,717406,CAT,catalase
6662,107,9598,451116,CAT,catalase
6661,107,9606,847,CAT,catalase
7520,32,9031,101749888,IRS1,insulin receptor substrate 1
7519,32,10116,25467,Irs1,insulin receptor substrate 1
7518,32,10090,16367,Irs1,insulin receptor substrate 1
7517,32,9913,538598,IRS1,insulin receptor substrate 1
7516,32,9615,486148,IRS1,insulin receptor substrate 1
7514,32,9606,3667,IRS1,insulin receptor substrate 1
7515,32,9598,459985,IRS1,insulin receptor substrate 1
6349,132,5141,3873686,NCU03957,NCU03957
6350,132,8364,548822,coq7,"coenzyme Q7 homolog, ubiquinone"
6347,132,4896,2541024,coq7,coq7
6348,132,318829,2674104,MGG_00959,MGG_00959
6346,132,33169,4619362,AGOS_ACL162C,AGOS_ACL162C
6344,132,4932,854292,CAT5,CAT5
6345,132,28985,2893919,KLLA0E02421g,KLLA0E02421g
6342,132,7227,44007,COQ7,COQ7
6343,132,6239,175729,clk-1,clk-1
6331,133,8364,100492135,cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
6330,133,7955,569528,cacna1ab,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit, b"
6329,133,10116,25398,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
6322,134,8364,100489914,lrp2,low density lipoprotein receptor-related protein 2
6328,133,10090,12286,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
6304,135,9031,428688,AIFM1,"apoptosis-inducing factor, mitochondrion-associated, 1"
6303,135,10116,83533,Aifm1,"apoptosis-inducing factor, mitochondrion-associated 1"
6302,135,10090,26926,Aifm1,"apoptosis-inducing factor, mitochondrion-associated 1"
6301,135,9913,535714,AIFM1,"apoptosis-inducing factor, mitochondrion-associated, 1"
6300,135,9615,481048,AIFM1,"apoptosis-inducing factor, mitochondrion-associated, 1"
6299,135,9544,702773,AIFM1,"apoptosis-inducing factor, mitochondrion-associated, 1"
6298,135,9598,100615914,AIFM1,"apoptosis-inducing factor, mitochondrion-associated, 1"
6297,135,9606,9131,AIFM1,"apoptosis-inducing factor, mitochondrion-associated, 1"
6296,136,8364,496780,uchl1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)
6295,136,7955,325119,uchl1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)
6294,136,9031,770302,UCHL1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)
6286,137,8364,448208,app,amyloid beta (A4) precursor protein
6285,137,6239,180783,apl-1,apl-1
6284,137,7955,170846,appb,amyloid beta (A4) precursor protein b
6275,138,8364,394678,apoe,apolipoprotein E
7528,31,10090,18049,Ngf,nerve growth factor
7527,31,9913,281350,NGF,nerve growth factor (beta polypeptide)
7526,31,9615,403402,NGF,nerve growth factor (beta polypeptide)
7525,31,9544,711681,LOC711681,beta-nerve growth factor-like
7524,31,9598,469423,NGF,nerve growth factor (beta polypeptide)
7523,31,9606,4803,NGF,nerve growth factor (beta polypeptide)
5427,217,9913,280836,LEP,leptin
5426,217,9615,403616,LEP,leptin
5425,217,9544,698728,LEP,leptin
5424,217,9598,449638,LEP,leptin
5423,217,9606,3952,LEP,leptin
5672,195,9031,100431102,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1
5671,195,10116,79116,Apex1,APEX nuclease (multifunctional DNA repair enzyme) 1
5670,195,10090,11792,Apex1,apurinic/apyrimidinic endonuclease 1
5669,195,9913,281630,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1
5668,195,9615,482558,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1
5667,195,9544,702757,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1
5666,195,9598,465200,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1
5665,195,9606,328,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1
7126,69,10116,24224,Bcl2,B-cell CLL/lymphoma 2
7125,69,10090,12043,Bcl2,B cell leukemia/lymphoma 2
7124,69,9913,281020,BCL2,B-cell CLL/lymphoma 2
7123,69,9615,403416,BCL2,B-cell CLL/lymphoma 2
7122,69,9598,738409,BCL2,B-cell CLL/lymphoma 2
7121,69,9606,596,BCL2,B-cell CLL/lymphoma 2
5933,171,9031,374100,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
5932,171,10090,14254,Flt1,FMS-like tyrosine kinase 1
5931,171,9913,503620,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
5930,171,9615,403727,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
5929,171,9544,574133,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
5928,171,9598,452512,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
5927,171,9606,2321,FLT1,fms-related tyrosine kinase 1
7044,75,7955,553740,nr3c1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
7043,75,9031,416343,NR3C1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
7042,75,10116,24413,Nr3c1,"nuclear receptor subfamily 3, group C, member 1"
7041,75,10090,14815,Nr3c1,"nuclear receptor subfamily 3, group C, member 1"
7035,76,8364,100038164,egr1,early growth response 1
7034,76,7955,30498,egr1,early growth response 1
7033,76,9031,373931,EGR1,early growth response 1
7297,54,7955,334571,prkcda,"protein kinase C, delta a"
7296,54,9031,415905,PRKCD,"protein kinase C, delta"
7295,54,10116,170538,Prkcd,"protein kinase C, delta"
7294,54,10090,18753,Prkcd,"protein kinase C, delta"
7293,54,9913,505708,PRKCD,"protein kinase C, delta"
7292,54,9615,494005,PRKCD,"protein kinase C, delta"
7291,54,9544,694656,LOC694656,protein kinase C delta type-like
7290,54,9598,460442,PRKCD,"protein kinase C, delta"
7289,54,9606,5580,PRKCD,"protein kinase C, delta"
6437,126,6239,187120,xpa-1,xpa-1
6438,126,8364,549490,xpa,"xeroderma pigmentosum, complementation group A"
6436,126,7165,1269662,AgaP_AGAP007566,AgaP_AGAP007566
6435,126,7227,31357,Xpac,Xeroderma pigmentosum group A-like
6434,126,7955,393443,xpa,"xeroderma pigmentosum, complementation group A"
6433,126,9031,395659,XPA,"xeroderma pigmentosum, complementation group A"
6432,126,10116,298074,Xpa,"xeroderma pigmentosum, complementation group A"
6431,126,10090,22590,Xpa,"xeroderma pigmentosum, complementation group A"
6430,126,9913,537958,XPA,"xeroderma pigmentosum, complementation group A"
6429,126,9615,481623,XPA,"xeroderma pigmentosum, complementation group A"
6427,126,9598,747191,XPA,"xeroderma pigmentosum, complementation group A"
6428,126,9544,715705,XPA,"xeroderma pigmentosum, complementation group A"
6426,126,9606,7507,XPA,"xeroderma pigmentosum, complementation group A"
5979,167,9615,751768,IL7,interleukin 7
5978,167,9544,574168,IL7,interleukin 7
5977,167,9598,464245,IL7,interleukin 7
5976,167,9606,3574,IL7,interleukin 7
5287,229,7955,100333103,LOC100333103,noggin-3-like
5286,229,9031,373912,NOG,noggin
5285,229,10116,25495,Nog,noggin
5284,229,10090,18121,Nog,noggin
5283,229,9913,538769,NOG,noggin
5282,229,9615,100683515,NOG,noggin
5281,229,9544,707338,NOG,noggin
5280,229,9598,468413,NOG,noggin
5279,229,9606,9241,NOG,noggin
5324,226,9913,616369,CDKN2A,"cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)"
5323,226,9615,100271861,CDKN2A,"cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)"
5322,226,9544,709988,LOC709988,"cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3-like"
5321,226,9598,465021,CDKN2A,cyclin-dependent kinase inhibitor 2A
5320,226,9606,1029,CDKN2A,cyclin-dependent kinase inhibitor 2A
6984,81,9913,282097,TOP2B,topoisomerase (DNA) II beta 180kDa
6983,81,9615,477044,TOP2B,topoisomerase (DNA) II beta 180kDa
6982,81,9544,677709,TOP2B,topoisomerase (DNA) II beta 180kDa
6981,81,9598,460232,TOP2B,topoisomerase (DNA) II beta 180kDa
6980,81,9606,7155,TOP2B,topoisomerase (DNA) II beta 180kDa
7434,40,9031,396494,EGFR,epidermal growth factor receptor
7432,40,10090,13649,Egfr,epidermal growth factor receptor
7433,40,10116,24329,Egfr,epidermal growth factor receptor
7430,40,9615,404306,EGFR,epidermal growth factor receptor
7431,40,9913,407217,EGFR,epidermal growth factor receptor
7429,40,9544,613027,EGFR,epidermal growth factor receptor
7428,40,9598,463415,EGFR,epidermal growth factor receptor
