id,hagrid,why,band,location_start,location_end,orientation,phenotype
83,154,functional,8p21.1,30678063,30727969,-1,GSR is involved in redox regulation and oxidative defence. Overexpression of a GSR homologue in fruit flies extends lifespan in hyperoxia but not in normal conditions [208]. Local overexpression of GSR in the brain of mice results in increased anxiety-like behaviour while inhibition decreased the anxiety-like behaviour [1712]. There is no evidence directly linking GSR to human ageing.
84,210,upstream,12q14.3-q1,68808172,68845544,1,"MDM2 is an oncogene that inhibits |TP53| [890]. The MDM2 gene encodes multiple transcripts, many of which are tissue-specific. Disruption of MDM2 in mice resulted in increased |TP53|-dependent apoptosis and defects in multiple haematopoietic lineages [889]. Mutations in the human MDM2 gene have been associated with cancer [1738]. A role for MDM2 in human ageing is unknown."
85,16,"model,functional",9q31,110243812,110256640,-1,"TXN plays a role in regulating the cellular redox status. Some evidence also indicates TXN is a growth-suppressor [242]. TXN overexpression in the neurons of flies extended the mean lifespan by 15% [1931]. Its overexpression in mice increases lifespan, but it is not known whether the ageing process is affected [19]. Another study found no overall effects on lifespan of overexpression in mice, although it could be beneficial in the earlier part of life [1959]. As such, its role in human ageing remains unclear."
86,157,functional,11q13,67583595,67586653,1,"GSTP1 is part of the glutathione system involved in oxidative protection [44]. Overexpression of a homologue of GSTP1 in roundworms extended lifespan by about 22% [1548]. There is some evidence linking polymorphisms in the human GSTP1 gene to Parkinson's disease induced by pesticides [750], but GSTP1's role in human ageing remains unknown."
87,204,cell,Xp22.1-p21,24693947,24996985,1,"POLA1 is involved in DNA replication. In yeast, mutations in POLA1 reduce lifespan [1425]. Age-related changes in POLA1 induction have been shown in rats [580]. Whether POLA1 is involved in human ageing remains to be determined."
88,175,downstream,16p11.2,30114105,30123309,-1,"Also called ERK1, MAPK3 is involved in stress response signalling and maybe in cell cycle control. MAPK3-null mice are viable and fertile but have defective thymocyte maturation [788]. Changes in stress response have been reported during murine ageing that could be a result of changes in MAPK3 [346]. The relevance of MAPK3 to human ageing remains undetermined."
89,49,downstream,Xq13.1,71107406,71111631,-1,"A crucial component in |IL2| signal transduction, IL2RG could be related to the age-associated functional decline in the immune system [369]."
90,30,functional,11p15.5,2159778,2161209,-1,"Insulin is produced by cells in the islets of Langerhans in the pancreas. It decreases blood glucose concentration and regulates the cellular metabolism of monosaccharides, amino acids and fatty acids.+p As with |IGF1|, INS may be involved in the ageing process of model organisms [284]. In roundworms, expression of the human insulin gene enhances dauer formation and slightly increases lifespan [960]. Despite the well-established age-related onset of type 2 diabetes, and possible roles of INS in other age-related diseases [312], the impact of INS on human ageing is unclear."
91,158,"cell,functional",,7444,7518,0,"Encoded in the mitochondrial DNA, MT-CO1 catalyses the reduction of oxygen to water. COX1, a homologue of MT-CO1, has been related to longevity in the filamentous fungus <i>Podospora anserina</i> [207]. Mutations in the human MT-CO1 gene have been associated with several diseases, including neurodegenerative diseases [751]. Further research is necessary to understand whether MT-CO1 is involved in human ageing."
92,42,model,19p13,7112255,7294000,-1,"INSR binds insulin (|INS|) and regulates energy metabolism [1108]. Evidence from model organisms, including results from fruit flies [187] and roundworms [539], relates INSR homologues to ageing, most likely as part of the |GH1|/|IGF1| axis. In mice, disruption of INSR in adipose tissue extends longevity but does not appear to delay ageing [178]. In flies, the two most common alleles (InRlong and InRshort) are associated with predictable differences in levels of insulin signaling, fecundity, development time, body size, and stress tolerance (temperature and starvation) [3657]. Flies carrying the InRshort and InRlong alleles generally showed little difference in rates of aging, with InRshort males displaying a reduced mortality late in life. Heterozygotes in both sexes live significantly longer than homozygote genotypes [3657]. Mutations in the human INSR gene have been associated with insulin resistance [1661]. INSR could play a role in some human age-related pathologies, but it is not known whether it is a major player in human ageing."
93,116,functional,16q22.1,69355561,69385988,-1,"TERF2 is a component of shelterin and together with |TERF1|, appears to play an important role in telomere biology [73]. In mice, overexpression of TERF2 in the skin results in a severe phenotype in response to light, including skin deterioration, hyperpigmentation and increased skin cancer [1540]. On the other hand, conditional deletion (at day E11.5)  in the skin results in partial embryonic lethality and provokes a induction of an acute DNA damage response in telomeres, activation of p53 signaling pathways and programed cell death [3617]. Despite its association with |WRN| [592], TERF2's role in human ageing is unknown."
94,133,putative,19p13,13206442,13506460,-1,"CACNA1A mediates calcium ions in a variety of processes such as cell division and gene expression [682]. Some results from mice show a relation between CACNA1A and age-related degeneration in the CNS [680]. Mutations in the human CACNA1A gene have been associated with hemiplegic migraine and episodic ataxia type-2 [1695]. Although CACNA1A could be related to human age-related changes in the CNS, its role in human ageing is unknown."
95,156,functional,6p12.1,52977948,52995380,-1,"GSTA4 is part of the glutathione system involved in oxidative protection [44]. Expression of GSTA4 increases in the aged rat cerebral cortex [746]. There is no causal evidence, however, linking GSTA4 to ageing in humans or in model organisms."
96,111,downstream,5q13.2,70415374,70447906,1,"GTF2H2 is a component of the core TFIIH basal transcription factor that is involved in DNA repair and transcription [954]. The association of TFIIH with some ageing-related genes, such as |ERCC2| [955], suggests GTF2H2 may also play a role in ageing, though further studies are needed to investigate this hypothesis."
97,192,"upstream,putative",2q34,207529892,207605560,1,"CREB1 is an important transcription factor involved in a variety of processes. CREB1-null mice die shortly after birth [1729]. Results from mice suggest that CREB1 may contribute to type 2 diabetes [841] and neurodegeneration [843]. CREB1 may also regulate some ageing-related genes such as |ATM| [1013]. Because it is involved in so many different functions, a role for CREB1 in human ageing is plausible though so far unverified."
98,208,functional,14q23,65075124,65102544,-1,"A transcriptional regulator, MAX can act as pro- or anti-apoptotic. Although MAX has not been associated with ageing, it may be a part of its signalling cascade in conjunction with other proteins such as |MXI1| [887]."
99,85,upstream,16p13.3,1309627,1327018,1,"UBE2I catalyzes the attachment of |SUMO1| to other proteins. Although no direct evidence exists to suggest a role for UBE2I in ageing, it is related to, among others, |WRN| [903] and |PCNA| [490], suggesting it might play a role in DNA repair and perhaps even in ageing. UBE2I deficiency in mice results in embryonic lethality [1678]."
100,202,"cell,downstream",13q34,113584741,113641473,1,"TFDP1 is a transcription factor that may play a role in cell cycle regulation and apoptosis [878]. Despite its association with cellular senescence [1569], TFDP1 has not been directly linked to organismal ageing."
101,47,upstream,22q13.1,39223680,39244952,-1,"PDGFB is a mitogen and oncogene involved in cell survival, development, and healing [363]. Results from rats suggest it may be related to age-related changes in the heart [362], and PDGF's anti-apoptotic signalling involves several pathways and genes that in turn have been associated with ageing [333]. PDGFB's exact relevance to human ageing, however, is unknown."
102,18,"cell,downstream",20q11.2,33675486,33686404,-1,"An important regulator of the cell cycle, E2F1 may mediate apoptosis in conjunction with |TP53| [85]. Clearly, E2F1 appears to be related to cancer [86]. Its role in ageing, however, is unknown."
103,51,downstream,5q33.1,150113839,150155859,-1,PDGFRB binds |PDGFB| and thus may be related to age-related changes in the heart [363]. PDGFRB is also an important player in development [379].
104,194,upstream,6q27,170554333,170572870,1,"TBP is part of the TFIID general transcription factor. Because of its central role in the activation of eukaryotic genes, TBP is potentially involved in a large variety of processes. TBP-null mice die at embryonic stages [848]. Mutations in the human TBP gene have been associated with neurological diseases [846]. Although TBP has not been directly linked to human ageing, because it is involved in so many different processes, and potentially in neurodegenerative diseases, it is possible that TBP plays some role in human ageing."
105,40,downstream,7p12,55019032,55207338,1,"EGFR is a glycoprotein and oncogene involved in cell proliferation. It has been associated with age-related declines in stress-response [1161], but it is not known whether this is a cause or effect of ageing. EGFR has also been related to age-related declines in rat hepatocytes [346]. Whether EGFR plays a role in human ageing remains to be determined."
106,163,model,10q11.22,48401612,48439359,1,"MAPK8, also known as JNK1, encodes many transcripts and is an important player in stress response. In invertebrates, there is evidence linking JNK signalling to ageing. Fruit flies with mutations that augment JNK signalling live longer [212]. Overexpression of JNK in roundworms also increases lifespan [60]. Changes in JNK1 with age have been reported in rat hepatocytes [768]. MAPK8-null mice showed defective T cell differentiation [761]. Mice without MAPK8 and |MAPK9| die at embryonic stages [1715]. In mouse models of obesity, absence of MAPK8 decreased adiposity and improved insulin (|INS|) sensitivity [765]. Although MAPK8 could play a role in ageing-related diseases, further research is needed to determine how MAPK8 is related to human ageing."
107,39,"cell,upstream",8q24.21,127736069,127741434,1,"MYC regulates gene transcription and appears to promote growth. It is also an oncogene [226], involved in cellular senescence [1617]. Overexpression of Myc in flies increases the frequency of somatic mutations, and shortens median and maximum lifespan by up to 47%. Contrastly, Myc haploinsufficiency lowers the frequency of somatic mutations and extends the lifespan of flies by about 14% [3543]. Among its many interacting partners, MYC has been linked to ageing-related genes such as |WRN| [223] and |TERT| [225], and hence might play some, so far unknown, role in human ageing."
108,191,putative,11p13,27654895,27659649,-1,"BDNF is a growth factor that promotes neuronal survival and is involved in numerous neuronal responses.+p Mice with an accelerated postnatal rise in BDNF showed a precocious development of some CNS features [833]. BDNF-deficient mice showed normal levels of serotonergic neurons at an early age but premature age-associated decrements [834]. Polymorphisms in the human BDNF gene have been associated with memory and hippocampal function [1727]. Age-related changes in BDNF have also been reported in rats [59]. In rats, BDNF has also been associated with changes in the heart [1646]. Although it is plausible that BDNF plays a role in some age-related pathologies, such as neurodegenerative diseases, its impact on human ageing has not been elucidated."
109,21,downstream,17q11.2,42199177,42276406,-1,"STAT5B is an important player in the activation of transcription and intracellular signalling. Mice with disrupted STAT5B and |STAT5A|, though short-lived due to numerous other deficiencies, exhibit phenotypes similar to those observed in |GHR| knockout mice in that they are 20%-40% smaller than controls with signs of disrupted |GH1| functions such as lower |IGF1| levels [1892]. \n\nAbsence of Stat5 from pancreatic beta-cells in mice has no discernable impact on islet development and function in young animals, however, Stat5 appears to be an important component in beta-cell function in older mice [3666]. \n\nIts relation to other proteins that may be involved in ageing make STAT5B a possible, albeit unproven, player in human ageing and age-related disease [266]."
110,33,downstream,20q13.1-q1,50510321,50584762,1,PTPN1 inhibits insulin (|INS|) signalling and plays a role in |INS| sensitivity and fuel metabolism. Mice lacking PTPN1 are protected from diet-induced obesity and have enhanced enhanced |INS| sensitivity [323]. PTP1B negatively regulates leptin (|LEP|) signalling [1912]. PTPN1 may thus be related to certain age-associated pathologies such as obesity.
111,193,downstream,2q32,175072250,175168206,-1,ATF2 is an important transcription factor involved in a variety of functions that may also be involved in oxidative stress response [135] and cellular growth arrest and senescence [137]. It has not been directly related to human ageing.
112,177,downstream,4q27,121816444,121823933,-1,"Important cyclin involved in cell cycle control [794], CCNA2 could be a downstream target of pathways related to senescence and ageing. CCNA2's role in human ageing is unknown."
113,56,downstream,10q11.2,43077069,43130349,1,"A receptor tyrosine kinase that is also considered an oncogene, RET promotes cellular growth. Its levels increase with age in the nervous system [215], and it has been related to cancer, but at present there is no evidence to suggest it plays a major role in human ageing."
114,17,mammal,13q12,33016433,33066145,1,"The KL gene encodes two proteins: one membrane protein and one secreted transcript that acts as a circulating hormone. KL regulates |INS|, Wnt, and |FGF23| signalling. \n\n+p Mice mutant for KL show multiple signs of accelerated ageing [20]. The accelerated ageing phenotype of KL deficient mice is similar to that observed in |FGF23| deficient mice. KL binds FGF receptors and is a co-factor essential for the activation of the receptor [1851]. In this process KL acts as a scaffold protein and tethers the FGF receptor to |FGF23| by its C-terminal tail, conferring stability to the complex [4511].\n\n+p In contrast, overexpression of KL in mice increases lifespan by 20-30% (perhaps through repression of intracellular |INS|/|IGF1| signals [1485]), dramatically improves renal function [3630], and protects against neurodegenerative diseases such as Alzheimer’s and Parkinson’s [3629][4512]. KL enhances neuroprotection and normal cognition, in part, by optimising synaptic functions. Peripheral expression of a KL fragment enhanced brain function in young and ageing mice, in addition to an alpha-synuclein transgenic mouse model of Parkinson’s disease. The KL fragment induced cleavage of an NMDAR subunit and increased synaptic plasticity [4512]. Injection of KL into the central nervous system resulted in enhanced learning and memory 6 months after injection [4513]. \n\n+p KL alleles have also been implicated in human longevity and age-related diseases [146]. Even though its other functions remain a mystery, KL may also be involved in calcium metabolism and in a vitamin D endocrine system. Premature ageing phenotypes in mice mutant for KL are largely rescued by keeping the animals on a vitamin-D-deficient diet [245]. It is plausible that KL plays some role in human ageing but more work is necessary to confirm this notion and elucidate the mechanisms involved.\n"
115,152,model,5q31.1,138554882,138575629,-1,"HSPA9 appears to be involved in apoptosis and maybe cellular proliferation. It could also be a molecular chaperone. Roundworms with extra copies of Hsp70F, a HSPA9 homologue, live about 40% longer than controls [904]. A role for HSPA9 in human ageing has not been established."
116,207,"functional,upstream",6q21,113936156,113971195,-1,"HDAC2 performs the deacetylation of histones and is an important player in may processes such as development, transcriptional regulation, and cell cycle progression [736]. Homologues of HDAC2 have been linked to longevity in yeast [203] and to ageing and caloric restriction in fruit flies [202]. Whether HDAC2 is involved in human ageing, however, is not known."
117,123,"model,human_link",6q21,108560866,108684768,1,"   A transcription factor of the Fox family, FOXO3, is crucial in development [802]. It also appears to regulate apoptotic signals in conjunction with |FAS| and |AKT1|.\n    +p A homologue of FOXO3, daf-16, has been associated with ageing in roundworms [628], and overexpression of another homologue, dFOXO, in adult fat body of fruit flies increased longevity in females [1238]. Female mice without FOXO3 showed an ovarian phenotype of follicular activation leading to oocyte death, early depletion of functional ovarian follicles, and secondary infertility [625]. \n   +p Two studies of genetic variation within FOXO3, have found it to be associated with exceptional human longevity, among people of Japanese [1987] and German [1983] origin. The G allele of FOXO3 single nucleotide polymorphism (SNP) rs2802292 has been associated with longevity in multiple populations. G-allele carriers among combined Japanese, white and black populations have a risk reduction of 10% for total mortality [4357]. \n"
118,153,functional,3p21.3,49357176,49358358,-1,"Mostly present in erythrocytes, GPX1 protects from oxidative damage. Changes in GPX1 have been reported in mice during ageing and due to caloric restriction [243], but there is no direct evidence linking GPX1 to ageing. Mice without GPX1 are more susceptibility to oxidative stress, but do not show signs of premature ageing [741], except for cataracts [742]. Overexpression of GPX1 in mice results in insulin (|INS|) resistance and obesity [1066]. Results from transgenic mice overexpressing GPX1 in the heart suggest GPX1 could be beneficial to prevent cardiac failure [1711]. Its role, if any, in human ageing remains to be determined."
119,27,putative,5p13,35856875,35879603,1,"IL7R is involved in inflammation and immune response. Though a role in human ageing has not been demonstrated, it is possible that IL7R is related to age-related changes and pathologies, namely, at the level of the immune system [296]."
120,150,"mammal,model,cell",10q21.3,67884669,67918390,1,"   SIRT1 is a NAD-dependent deacetylase, which can regulate a number of processes by deacetylating key proteins, such as |TP53| [734]. In yeast, the SIRT1 homologue sir2 has been linked to cellular senescence [200]. Increasing the levels of SIRT1 homologues in fruit flies [1284] and roundworms [199] extends lifespan, although these findings have been questioned by other studies [3321].\n\n   +p SIRT1-null mice are born smaller than controls with evidence of developmental retardation. Depending on their genetic background, SIRT1-null mice either die shortly after birth or reach adulthood, the latter being smaller than controls and sterile [201]. Additionally, SIRT1-null mice utilize ingested food inefficiently, are hypermetabolic, contain inefficient liver mitochondria, have elevated rates of lipid oxidation and do not display an extended lifespan under caloric restriction [3608]. Heterozygous mice had a normal average lifespan [1922]. Mice with moderate overexpression of SIRT1 exhibit fat mass gain similar to controls exposed to a high-fat diet [1897]. Cardiac-specific low to moderate overexpression of SIRT1 attenuated age-dependent increases in cardiac hypertrophy, apoptosis, and expression of senescent biomarkers while a high level of overexpression had detrimental effects and induced cardiomyopathy [1930]. Overall, whole-body moderate overexpression of Sirt1 improves healthy ageing but does not increase mice lifespan [3266]. Brain-specific overexpression in mice results in moderately longer lifespan as females live 16% longer and males 9% longer [3268].  \n\n   +p SIRT1 is overexpressed in calorie restricted rats, a response attenuated by insulin (|INS|) and |IGF1| [1328]. Increased dosage of SIRT1 in pancreatic beta cells enhanced |INS| secretion [1481].\n\n   +p In Cockayne syndrome, an accelerated ageing disease, activation of SIRT1 through a high-fat diet and NAD(+) supplementation results in the rescue the mice from the associated progeroid phenotypes [3605]. In murine induced pluripotent stem cells, SIRT1 is necessary for telomere elongation after reprogramming and is required to maintain genomic stability, telomeric transcription and remodeling of telomeric chromatin. SIRT1-deficient induced pluripotent stem cells accumulate chromosomal aberrations and show a derepression of telomeric heterochromatin [3606]. In humans, increased levels of SIRT1 and SIRT3 have been associated with frailty [3607]. Although SIRT1 could impact on age-related diseases, such as type 2 diabetes, further studies are needed to establish its role in human ageing.\n"
121,82,functional,4q24,102501329,102617302,1,"NFKB1 is a component of the NF-kappa-B complex, involved in oxidative pathways and a myriad of other processes. Its role in ageing is unclear, even though NFKB1 appears to be related to age-related changes in inflammation and maybe in other age-related processes too [260]. In addition, age-relation changes in NF-kappa-B have been reported for numerous tissues [261]. In nfkb1-/- mice, both median and maximum lifespan are reduced (median is ~33% lower). The reduction in lifespan is also acompanied by multiple signs of premature ageing (hair loss or early greying, scruffy fur and cachexia, skin inflammation and delayed wound healing, thinning of the epidermis, lost neuromuscular coordination, premature body mass loss and loss of fat from inguinal, epididymal and mesenteric depots) [3544]."
122,69,functional,18q21.3,63123346,63319380,-1,"BCL2 is an important suppressor of apoptosis and an oncogene. Apart from cancer, it may be involved in neurodegenerative disorders [447], and dendritic cell longevity in vivo has been reported to be controlled by BCL2 [1110]. BCL2 null mice die by six weeks of age with occurrence of grey hair though otherwise they do not appear to suffer from accelerated ageing [449]. In addition, some researchers have argued that BCL2's role in apoptosis suggests an involvement of BCL2 in ageing [942]. More detailed studies are necessary to investigate this possibility."
123,46,putative,4q26-q27,122451471,122456495,-1,"IL2 is a cytokine that has been associated with age-related changes at the immune system level [369]. Studies of polymorphisms in the human IL2 gene, however, have so far failed to find an association with human longevity [222]."
124,35,"model,cell",14q32.32,104769350,104793601,-1,"AKT1 is a protein kinase that is also considered an oncogene. It appears to mediate insulin's (|INS|) actions and be involved in the signal transduction of growth factors such as |IGF1|. AKT1 also impacts on cell survival and development, and it activates |NFKB1| [333]. AKT1 null mice are smaller but viable and more susceptible to genotoxic stress and apoptosis [327]. Haploinsufficient mice have a lower body weight and a slightly longer lifespan (8% for males and 15% for females) [3259]. +p In roundworms, two AKT1 homologues play a role in insulin-like signalling and influence dauer formation [948]. Knockdown of akt-1 in roundworms extended lifespan [3259]. AKT1 also appears to play a role in cellular senescence [1660]. Some evidence suggests AKT1 may play a role in ageing through its impact on energy metabolism [823], but its role, if any, on human ageing remains elusive."
125,185,downstream,5q13.1,68215756,68301821,1,"Together with |PIK3CB|, PIK3R1 is involved in insulin (|INS|) signalling and energy metabolism [806]. Disruption of PIK3CB in mice results in death shortly after birth and impaired B cell development [804]. Although PIK3CB has not been directly related to human ageing, PIK3CB may be associated with signalling pathways that impact on human ageing."
126,71,downstream,9p13.3,35056068,35072742,-1,"Also known as p97, VCP is required for the export of endoplasmic reticulum proteins into the cytosol [455]. Its interaction with |WRN| and a possible role in |WRN|'s DNA damage response pathway makes it an intriguing protein [454], even though it has not been directly linked to ageing."
127,166,downstream,8q24.3,140658382,141001313,-1,"PTK2, also known as focal adhesion kinase (FAK), plays a role in the signal transduction of a number of pathways such as MAPK signalling, apoptosis, cellular proliferation, and cellular senescence [998]. PTK2 deletion in the epidermis of mice suppresses tumour formation [1717]. Its role, if any, in human ageing is unknown, but PTK2 could potentially be involved in downstream signalling cascades related to ageing."
128,19,downstream,12q24,112418732,112509913,1,"PTPN11 is a signalling protein that plays a role in the signal transduction of many receptors that have been associated with ageing, such as |GHR| [1559]. Mutations in PTPN11 cause Noonan syndrome, which is often characterized by growth impairment and a disturbance of |GH1| secretion and |IGF1| signalling, even though this disease is probably due to a gain-of-function mutation [257]. It is unknown whether PTPN11 plays a role in human ageing, but it may play a role in its signalling cascade."
129,135,functional,Xq26.1,130129363,130165887,-1,AIFM1 is an important player in apoptosis that has been related to tumorigenesis [686]. It also appears to regulate |PARP1|-dependent apoptosis [415]. AIFM1 has not been directly linked to ageing.
130,15,model,15q26.3,98648539,98964530,1,"   The receptor for |IGF1|, IGF1R, mediates the activation of the |IGF1|-stimulated signalling cascade. Evidence from model organisms, including results from flies [187] and roundworms [239], relates IGF1R homologues to ageing, most likely as part of the |GH1|/|IGF1| axis. Mice (129/SvPas genetic background) heterozygous for IGF1R live 26% longer, though it is unclear whether they age slower. Null mutants are not viable [18]. In the B6 genetic background however, IGF-1R+/- female mutants show only an 11% lifespan extension, while males do not show any changes in median lifespan and have a slightly shorter maximum lifespan [3549]. In male mice where IGF1R has been knocked out specifically in cardiomyocytes, cardiac ageing is attenuated. Fibrosis and expression of proinflammatory cytokines and |NFKB1| are reduced when compared to wild type mice [4351]. IGF1R integrates nutrient and temperature homeostasis in mice and a reduction in IGF1R enhances the reduction of temperature and energy expenditure seen during calorie restriction. Therefore, |IGF1| signalling plays a role in regulating hypothermia during calorie restriction [4502].\n\n+p The |IGF1|/|GH1| axis appears to impact on ageing in model organisms, including rodents, and so IGF1R may affect human ageing. In humans, IGF1R has been implicated with growth retardation [186], and genotype combinations in the human IGF1R and |PIK3CB| genes have been related to plasma |IGF1| levels and longevity [141].\n"
131,54,downstream,3p21.31,53161207,53192717,1,"Involved in the regulation of growth, apoptosis, and differentiation of a variety of cell types [388], PRKCD may influence age-related changes at the CNS and immune system level [387]."
132,103,putative,19p13.3,3976056,3985463,-1,"EEF2 is involved in protein synthesis. Age-dependent changes to EEF2 in rats have been reported, which could account for the decline in protein synthesis in old animals [540]. EEF2 has not been directly related to human ageing."
133,98,mammal,4p16.3,3074510,3243960,1,"Mostly famous for causing Huntington disease, the exact functions of HTT are still unknown. While HTT appears to be involved in age-related changes [836], its exact role in human ageing is still being studied. In mice however, the deletion of the polyglutamine stretch resulted in the extension of mean and maximal lifespan [2135]."
134,125,model,8q24.3,144291588,144314722,1,"A transcription factor that is activated upon heat shock, HSF1 regulates heat-shock response genes and has been associated with ageing in lower life forms. In roundworms, reducing the activity of a HSF1 homologue appears to accelerate ageing while overexpressing it extends lifespan [626]. In mammals, stress-response appears to diminish with age and it has been reported that HSF1 in aged rats exhibits a decreased ability to bind DNA [458]. Disruption of HSF1 in mice results in multiple defects, including increased prenatal lethality, growth retardation, female infertility, and increased susceptibility to stress [634]. Transgenic mutants overexpressing HSF-1 live longer (median lifespan ~50% higher) and are more thermotolerant [3545]. Although HSF1 has not been directly linked to human ageing, it is possible HSF1 plays some role in human ageing."
135,44,"functional,putative",8q21,89933336,89984671,-1,"Mutations in NBN cause Nijmegen breakage syndrome, a chromosomal instability syndrome that has been suggested as progeroid [55]. NBN is involved in DNA repair, probably of double-strand breaks, in conjunction with other proteins associated with ageing [894]. While not proven, NBN could potentially play some role in human ageing."
136,48,upstream,4q25,109912884,110012962,1,"EGF stimulates the growth of several epidermal and epithelial cell types. It is also involved in differentiation [366]. Expression of EGF in transgenic mice causes stunted growth [367]. An attenuation of EGF signalling has been reported with age [346], but it is unclear whether these are causes or effects of ageing."
137,76,upstream,5q31.1,138465492,138469315,1,"An important regulator of the cell cycle, EGR1 has been suggested to act upstream of ageing-related genes such as |TP53| [163]. It also appears to be pro-apoptotic [466]. EGR1's role in ageing is unknown, but it might be part of its signalling cascade. Further studies are necessary to establish whether EGR1 is a factor in human ageing."
138,12,human,5q12.1,60873832,60945078,-1,"Cockayne syndrome type A is a segmental progeroid syndrome caused by mutations in ERCC8 in which patients develop signs of ageing and age-related pathologies at early ages. It is unclear, however, whether it is indeed accelerated ageing [55]. The ERCC8 gene appears to be involved in transcription and maybe in DNA repair [15]. If indeed Cockayne syndrome is premature ageing, then ERCC8 likely plays a role in human ageing."
139,168,"cell,functional",6p21,36027677,36111236,1,"Also known as p38, MAPK14 is activated in response to cellular stress and it can phosphorylate a number of transcription factors. It is also involved in the production of |IL6| [137], and is an important player in cellular senescence [140]. \n\nIn-vitro inhibition of p38 enhances the proliferative potential of mice muscle stem cells and restores the age-declined regenerative potential of stem cells populations [3640]. In senescent CD8+ T cells its inhibition increases proliferation, telomerase activity, mitochondrial biogenesis, and fitness, in a mTOR-independent manner [3641]. \n\nMice without MAPK14 are anaemic due to failed definitive erythropoiesis [773]. Transgenic mice with induced MAPK14 activity in the heart died in 7-9 weeks [775]. MAPK14's responsiveness may change with ageing in mouse cells [176]. A role for MAPK14 in human ageing is so far unknown."
140,162,"functional,putative",6q24-q25,149749695,149811421,1,"PCMT1 is involved in the repair and degradation of damaged proteins. Overexpression of a PCMT1 homologue in fruit flies extends lifespan in a temperature-dependent fashion [211]. PCMT1-deficient mice die at about 42 days after birth, though without signs of premature ageing [760]. Although an age-related accumulation of defective proteins has been suggested as a factor in ageing, further research is needed to assess PCMT1's role, if any, in mammalian ageing."
141,26,"mammal,functional,downstream",17q24.2,63917193,63918852,-1,"A secreted hormone crucial in growth control, GH1 (also known as somatotropin) stimulates |IGF1| secretion. GH1 levels decline with age in humans and may contribute to loss of body mass [280]. Several results from model organisms, including rodents, suggest that the GH1/|IGF1| axis plays a role in ageing. However, it is the attenuation of GH1/|IGF1| activity that is associated with longevity in model organisms [286]. Transgenic mice overexpressing bovine GH1 are bigger than controls and may age faster [278]. Ames mice, which lack GH1 due to a mutation in | PROP1|, have increased health span and lifespan. Ames mice fed on a high fat diet are obese yet more insulin (|INS|) sensitive than control mice [4355]. Ames mice have been crossbred with mice lacking |GHR|, producing a new lineage lacking both GH1 and the GH receptor. These mice have improved glucose tolerance and increased adiponectin levels. Whilst these mice show the same increased longevity as their progenitors they do not show any further increases in longevity [4374]. In rats, moderate suppression of GH1 slightly extends lifespan while an extreme suppression leads to a shorter lifespan [287]. \n\n   +p Growth hormone deficiency has been thought to diminish lifespan in humans [144]. However, it has been shown that GH1 secretion is diminished and tightly controlled in humans with familial longevity. Middle aged offspring of long living families were sampled, along with their partners as controls. No significant differences were observed in circulating levels of |IFG1| and |IGFBP3| [4362]. Despite its controversy, GH1 is a possible candidate for a gene playing a role in human ageing. \n"
142,106,functional,8q11,47773108,47960183,-1,"PRKDC is involved in DNA repair and may modulate transcription [554]. Evidence also suggests PRKDC may be involved in telomere biology [557]. DNA breaks activate PRKDC in mouse skeletal muscle, which then goes on to phosphorylate |HSP90AA1|, decreasing its function as a chaperone. This suppresses mitochondrial function, energy metabolism, and physical fitness. Therefore, accumulation of DNA breaks in ageing may be one of the drivers of metabolic and fitness decline due to increased PRKDC activity [4507]. \n+p Because PRKDC has been associated with many pathways with genes likely to be involved in human ageing, such as |WRN| [558], it is possible that PRKDC itself is involved in human ageing, though further research is necessary to investigate this hypothesis.\n"
143,65,"functional,downstream",14q23.2,61695401,61748259,1,"HIF1A is a transcription factor that responds to oxidative stress and oxygen [435]. Changes in HIF1A with age have been reported in rats and could be related to age-related pathologies [1593], such as neurodegeneration [1534]. Deficiencies in HIF1A have not been associated with ageing in mice [434]. Further evidence is needed to directly link HIF1A to human ageing."
144,142,putative,7q21.3,95298357,95324572,-1,"PON1 hydrolyzes toxic compounds and is associated with high-density lipoproteins. Mice without PON1 are more susceptible to some toxic agents and, when fed a high-fat, high-cholesterol diet, display atherosclerosis [708]. Allelic variants in the human PON1 gene have been linked to longevity [706] and neurodegenerative diseases [707]. A role in human ageing is possible even if unverified."
145,91,putative,19q13.1,41330531,41353933,-1,"TGFB1 is an important growth factor in development and differentiation. Some evidence suggests TGFB1 is involved in the response to oxidative stress [137]. In roundworms, it has been argued that a TGFB signalling pathway acts downstream of other signals to repress body size and lifespan [1703]. Mutations in TGFB1 have been linked to several pathologies in humans [500], and a polymorphism in this gene has been associated with human longevity [1254]. Nonetheless, it is unclear if/how TGFB1 influences human ageing."
146,203,putative,12q13.1-q1,57516588,57520517,-1,"Also called GADD153 and CHOP, DDIT3 prevents transcription in response to DNA damage [880]. It also appears to be related to apoptosis. Although DDIT3 levels may increase with age [879], its relation to human ageing remains undetermined."
147,139,putative,12p13.31,9067708,9115962,-1,"A2M inhibits proteinases. Knockout mice are more resistant to endotoxins [702], though they have not been shown to live longer. In humans, A2M has been associated with neurodegenerative diseases [703], but a direct association with human ageing has not been established."
